#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-09-11T18:58:42 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)
#INFO	-ref=VIZ5b9803da1060
#INFO	-out.max=unlimited
#INFO	queryParameters=22
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:B/cb&tab:{B/cb/cbdata}&key:source=B/cb/cbdata&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=B/cb/cbdata
#-order=I
#-out=Name
#-out=AltName
#-out=RAJ2000
#-out=DEJ2000
#-out=Type1
#-out=Type2
#-out=mag1
#-out=Orb.Per
#-out=SpType2
#-out=SpType1
#-out=Refs
#Refs=Refs
#Simbad=Simbad
#

#RESOURCE=yCat_102018
#Name: B/cb
#Title: Cataclysmic Binaries, LMXBs, and related objects (Ritter+, 2004)
#Table	B_cb_cbdata:
#Name: B/cb/cbdata
#Title: Catalogue of Cataclysmic Binaries
#Column	Name	(a12)	Object name (G1)	[ucd=meta.id,meta.main]
#Column	AltName	(a12)	A frequently used alternative name	[ucd=meta.id]
#Column	RAJ2000	(A10)	Right Ascension J2000	[ucd=pos.eq.ra,meta.main]
#Column	DEJ2000	(A9)	Declination J2000	[ucd=pos.eq.dec,meta.main]
#Column	Type1	(A2)	Object type (3)	[ucd=src.class]
#Column	Type2	(A2)	Object type (3)	[ucd=src.class]
#Column	mag1	(F4.1)	? Apparent V (or B, b, F, g, I, J, j, K, p, R, r, v, w = "white light") magnitude at maximum brightness (4)	[ucd=phot.mag,em.opt.V]
#Column	Orb.Per	(F9.6)	? Orbital period (in days)	[ucd=time.period]
#Column	SpType2	(A7)	Spectral type of the secondary (G6)	[ucd=src.spType]
#Column	SpType1	(a7)	Spectral type of the primary (G6)	[ucd=src.spType]
#Column	Refs	(A4)	VizieR added column, not part of original data	[ucd=meta.ref.url]
# , ,"h:m:s","d:m:s", , ,mag,d, , ,
Name,AltName,RAJ2000,DEJ2000,Type1,Type2,mag1,Orb_Per,SpType2,SpType1,Refs
GP Com      ,G61-29      ,13 05 42.9,+18 01 03,AC,NL,15.6, 0.032339,       ,       ,Refs
J0437+3702  ,            ,04 37 58.8,+37 02 59,DN,SU,21.2, 0.032000,       ,       ,Refs
J1411+4812  ,            ,14 11 18.3,+48 12 58,AC,NL,19.4, 0.032000,       ,       ,Refs
J2348+2502  ,            ,23 48 43.2,+25 02 50,AC,DN,20.2, 0.032000,       ,       ,Refs
J0804+1616  ,            ,08 04 49.5,+16 16 25,AC,NL,18.0, 0.030900,       ,       ,Refs
J1525+3600  ,            ,15 25 09.6,+36 00 55,AC,DN,19.8, 0.030800,       ,       ,Refs
J0713+2055  ,            ,07 13 27.3,+20 55 54,AC,DN,17.6, 0.028139,       ,       ,Refs
J0255-4750  ,            ,02 55 33.3,-47 50 42,AC,DN,18.6, 0.027808,       ,       ,Refs
J1721+2733  ,            ,17 21 02.5,+27 33 01,AC,DN,21.6, 0.027000,       ,       ,Refs
J0011-5541  ,            ,00 11 59.4,-55 41 51,AC,DN,20.2, 0.026580,       ,       ,Refs
V744 And    ,            ,01 29 40.1,+38 42 10,AC,DN,21.0, 0.026080,       ,       ,Refs
J1240-0159  ,            ,12 40 58.0,-01 59 19,AC,NL,19.7, 0.025941,       ,DB     ,Refs
V558 Vir    ,            ,14 27 01.6,-01 23 10,AC,DN,21.0, 0.025390,       ,       ,Refs
J0355-8226  ,NSV 1440    ,03 55 17.8,-82 26 12,AC,DN,19.1, 0.025230,       ,       ,Refs
J1730+5545  ,            ,17 30 47.6,+55 45 19,AC,DN,18.5, 0.024400,       ,       ,Refs
J0435+0029  ,            ,04 35 17.7,+00 29 41,AC,DN,22.0, 0.024000,       ,       ,Refs
V406 Hya    ,"SN 2003aw" ,09 05 54.8,-05 36 09,AC,DN,20.5, 0.023470,       ,       ,Refs
J0943+1029  ,            ,09 43 29.6,+10 29 58,AC,DN,20.7, 0.021000,       ,       ,Refs
J1538-3035  ,            ,15 38 38.2,-30 35 49,AC,DN,20.0, 0.020000,       ,       ,Refs
CP Eri      ,            ,03 10 32.8,-09 45 05,AC,DN,19.7, 0.019692,       ,DBAZ   ,Refs
YZ LMi      ,            ,09 26 38.7,+36 24 02,AC,DN,20.3, 0.019661,       ,       ,Refs
J0208+3732  ,            ,02 08 04.2,+37 32 17,AC,DN,17.5, 0.019300,       ,       ,Refs
J0719+4858  ,            ,07 19 12.1,+48 58 35,AC,DN,19.5, 0.018590,       ,       ,Refs
V803 Cen    ,AE 1        ,13 23 44.5,-41 44 30,AC,DN,16.8, 0.018480,       ,       ,Refs
J1832-0840  ,            ,18 32 19.3,-08 40 30,NL,IP,21.1, 0.017966,       ,       ,Refs
KL Dra      ,            ,19 24 38.3,+59 41 47,AC,DN,19.2, 0.017382,       ,       ,Refs
CR Boo      ,PG 1346+082 ,13 48 55.3,+07 57 35,AC,DN,17.2, 0.017029,       ,       ,Refs
J2139-5959  ,            ,21 39 48.2,-59 59 32,AC,DN,19.8, 0.016000,       ,       ,Refs
J1919+4815  ,            ,19 19 05.2,+48 15 06,AC,DN,21.8, 0.015594,       ,       ,Refs
HP Lib      ,EC 1533-1403,15 35 53.1,-14 13 12,AC,NL,13.6, 0.012763,       ,       ,Refs
J1908+3940  ,            ,19 08 17.1,+39 40 36,AC,NL,16.1, 0.012559,       ,       ,Refs
AM CVn      ,HZ 29       ,12 34 54.6,+37 37 43,AC,NL,14.1, 0.011907,       ,       ,Refs
ES Cet      ,Cet 3       ,02 00 52.2,-09 24 32,AC,NL,16.7, 0.007178,       ,       ,Refs
V407 Vul    ,J1914+2456  ,19 14 26.1,+24 56 43,AC,NL,18.2, 0.006590,       ,       ,Refs
HM Cnc      ,J0806+1527  ,08 06 23.0,+15 27 31,AC,NL,21.1, 0.003721,       ,       ,Refs
J0043+4117  ,            ,00 43 19.8,+41 17 58,NL,IP,    ,         ,       ,       ,Refs
J0525+2413  ,            ,05 25 22.7,+24 13 33,NL,IP,16.4,         ,       ,       ,Refs
J0614+1704  ,            ,06 14 12.3,+17 04 33,NL,IP,17.8,         ,       ,       ,Refs
J0820-2804  ,            ,08 20 34.1,-20 04 59,NL,IP,16.2,         ,       ,       ,Refs
J1740-3014  ,            ,17 40 35.6,-30 14 16,NL,IP,    ,         ,       ,       ,Refs
J1748-2807  ,            ,17 48 16.9,-28 07 50,NL,IP,    ,         ,       ,       ,Refs
J1803-3000  ,            ,18 03 54.5,-30 00 06,NL,IP,21.7,         ,       ,       ,Refs
J1804-2739  ,            ,18 04 30.4,-27 39 32,NL,IP,17.3,         ,       ,       ,Refs
J1804-1456  ,            ,18 04 38.9,-14 56 47,NL,IP,18.0,         ,       ,       ,Refs
J2015+3711  ,            ,20 15 37.0,+37 11 23,NL,IP,18.0,         ,       ,       ,Refs
J2138+5544  ,            ,21 38 50.0,+55 44 05,NL,IP,18.0,         ,       ,       ,Refs
J2224+17    ,            ,22 24 00.0,+17 00 00,NL,IP,17.6,         ,       ,       ,Refs

